id,classification,code,description,distributed_to,implanted,name,number,quantity_in_commerce,risk_class,slug,country,manufacturer_id,created_at,updated_at,device_type,device_age_years,is_implanted,quantity_in_commerce_log,risk_class_clean,risk_class_encoded,manufacturer_device_count,manufacturer_name,parent_company,previous_event_count,events_last_1_year,events_last_3_years,events_last_5_years,previous_recall_count,previous_high_severity_event_count,days_since_last_event,recent_event_frequency,manufacturer_event_count,manufacturer_recall_count,manufacturer_event_rate,future_event,device_id,temperature,vibration,power_consumption,voltage,operating_hours,error_rate,battery_health,health_score,rolling_temp_mean_5,rolling_vib_mean_5,rolling_power_mean_5,temperature_change_rate,vibration_change_rate,power_change_rate,voltage_variability,telemetry_failure_label,telemetry_anomaly_score,failure_risk_score,risk_level,anomaly_score,maintenance_priority_score,priority_level
3308,,,,,,Ortho-Clinical Diagnostics VITROS Chemistry Products CK Slikes,"Model: Product codes: 8479396, 8478034, Affected: All lots",0.0,,nzl-ortho-clinical-diagnostics-vitros-chemistry-products-ck-slikes,NZL,1653,2022-08-04 08:29:01 UTC,2022-08-04 08:29:01 UTC,Other,0.0,0,0.0,Class IIA,2,1,Ortho-Clinical Diagnostics c/- Johnson & Johnson,The Carlyle Group LP,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,0,3308,36.88,0.215,127.6,220.59,2178,0.17,90.5,94.4,36.88,0.21280000000000002,126.752,-0.00999999999999801,-0.037000000000000005,-0.21999999999999886,0.39871042123331857,0,25.9,67.1,HIGH,25.9,40.8,MODERATE
3309,,,,,,Ortho-Clinical Diagnostics VITROS Chemistry Products LDH Slides,"Model: Product Code: 8384489, Affected: All lots",0.0,,nzl-ortho-clinical-diagnostics-vitros-chemistry-products-ldh-slides,NZL,1441,2022-08-04 08:29:01 UTC,2022-08-04 08:29:01 UTC,Other,0.0,0,0.0,Class IIA,2,18,Ortho-Clinical Diagnostics Inc,The Carlyle Group LP,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,0,3309,36.31,0.155,116.29,219.68,2342,0.3,88.9,96.1,36.356,0.1546,118.102,-0.00999999999999801,0.01100000000000001,-1.8999999999999915,0.2538109532705227,0,6.0,14.3,LOW,6.0,14.7,LOW
3310,,,,,,Ortho-Clinical Diagnostics VITROS Chemistry Products CRBM Slides,"Model: Product Code: 8892382, Affected: All lots",0.0,,nzl-ortho-clinical-diagnostics-vitros-chemistry-products-crbm-slides,NZL,1441,2022-08-04 08:29:01 UTC,2022-08-04 08:29:01 UTC,Other,0.0,0,0.0,Class IIA,2,18,Ortho-Clinical Diagnostics Inc,The Carlyle Group LP,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,0,3310,48.5,1.903,149.08,210.65,2126,13.26,55.0,0.0,47.628,1.7677999999999998,153.874,0.5,0.02300000000000013,-7.439999999999998,5.257706724418903,1,94.6,9.8,LOW,94.6,35.1,MODERATE
3311,,,,,,Ortho-Clinical Diagnostics VITROS Chemistry Products ALT slides,"Model: Product Code: 1655281, Affected: All lots",0.0,,nzl-ortho-clinical-diagnostics-vitros-chemistry-products-alt-slides,NZL,1441,2022-08-04 08:29:01 UTC,2022-08-04 08:29:01 UTC,Other,0.0,0,0.0,Class IIA,2,18,Ortho-Clinical Diagnostics Inc,The Carlyle Group LP,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,0,3311,36.53,0.201,119.19,220.5,1584,0.97,89.2,92.8,36.618,0.17720000000000002,118.69000000000001,-0.4200000000000017,0.02200000000000002,0.269999999999996,0.4425720280361447,0,28.2,14.1,LOW,28.2,20.2,LOW
3312,,,,,,Ortho-Clinical Diagnostics VITROS Chemistry Products TIBC Kit,"Model: Product Code: 8867541, Affected: All lots",0.0,,nzl-ortho-clinical-diagnostics-vitros-chemistry-products-tibc-kit,NZL,1441,2022-08-04 08:29:01 UTC,2022-08-04 08:29:01 UTC,Other,0.0,0,0.0,Class IIA,2,18,Ortho-Clinical Diagnostics Inc,The Carlyle Group LP,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,0,3312,37.18,0.209,120.84,219.43,938,0.22,92.4,94.2,37.04,0.198,120.402,-0.0799999999999983,0.00799999999999998,1.7900000000000063,0.5828636204121995,0,19.9,14.4,LOW,19.9,18.2,LOW
3313,,,,,,Leica M525 F50/C50 Surgical Microscope with XY-Unit,"Model: M525 F50 & M525 C50 with XY units, Affected: , Software version: Software versions prior to Pack D",0.0,,nzl-leica-m525-f50-c50-surgical-microscope-with-xy-unit,NZL,1654,2022-08-04 08:29:01 UTC,2022-08-04 08:29:01 UTC,Surgical,0.0,0,0.0,Class IIA,2,1,Leica Microsystems (Schweiz) AG,Danaher Corporation,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,0,3313,47.52,1.855,170.55,223.32,2233,11.32,55.4,0.0,46.013999999999996,1.6384,159.94400000000002,0.7600000000000051,0.11999999999999988,2.410000000000025,2.107645605883478,1,72.1,73.5,HIGH,72.1,54.9,MODERATE
3314,,,,,,Intuitive Surgical da Vinci Patient Side Manipulators,"Model: da Vinci S, Si and Si-e Patient Side cart, Affected: ",0.0,,nzl-intuitive-surgical-da-vinci-patient-side-manipulators,NZL,1473,2022-08-04 08:29:01 UTC,2022-08-04 08:29:01 UTC,Surgical,0.0,0,0.0,Class IIA,2,13,Intuitive Surgical Inc,Intuitive Surgical Inc,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,0,3314,36.19,0.16,121.38,220.02,2437,1.0,91.9,95.1,36.471999999999994,0.18819999999999998,120.732,-0.14000000000000057,-0.056999999999999995,2.5799999999999983,0.42951135025738657,0,31.3,30.9,MODERATE,31.3,27.7,LOW
3315,,,,,,Olympus Thunderbeat TB Series Hand Instrument,"Model: TB-0535PC, TB-0545PC, TB-0535IC, TB-0545IC, TB-0510IC, TB-0520IC, TB-0535FC, TB-0345FC, Affected: ",0.0,,nzl-olympus-thunderbeat-tb-series-hand-instrument,NZL,1655,2022-08-04 08:29:01 UTC,2022-08-04 08:29:01 UTC,Other,0.0,0,0.0,Class IIA,2,14,Olympus Medical Systems Corporation,Olympus Corporation,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,0,3315,48.54,1.912,161.42,216.63,462,11.67,54.0,0.0,47.632,1.7686,146.714,0.519999999999996,0.014000000000000012,25.95999999999998,2.421497470574703,1,50.9,16.1,LOW,50.9,26.7,LOW
3316,,,,,,Bio-Rad D-10 dual Program Reorder Pack,"Model: Catalogue Number: 220-0201, Affected: Lot Number: 20030322, 20030337, 64000081, 64000331, 64000332, 64000888, 64001344, 64002239, 64002240, 64002241",0.0,,nzl-bio-rad-d-10-dual-program-reorder-pack,NZL,1428,2022-08-04 08:29:01 UTC,2022-08-04 08:29:01 UTC,Other,0.0,0,0.0,Class IIA,2,18,Bio-Rad Laboratories Inc,Bio-Rad Laboratories Inc,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,0,3316,36.54,0.18,118.49,219.78,3138,0.49,89.6,94.7,36.644000000000005,0.1648,119.82000000000001,0.21000000000000085,0.032,-0.7900000000000063,0.4307203268944075,0,3.5,13.1,LOW,3.5,13.6,LOW
3317,,,,,,Carestream DRX Revolution Mobile X-Ray System,"Model: DXR Revolution, Affected: ",0.0,,nzl-carestream-drx-revolution-mobile-x-ray-system,NZL,1475,2022-08-04 08:29:01 UTC,2022-08-04 08:29:01 UTC,Imaging,0.0,0,0.0,Class IIA,2,15,Carestream Health Inc,ONEX Corp,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,0,3317,36.07,0.177,129.14,220.63,771,0.24,89.8,96.8,36.354,0.1736,127.59400000000001,-0.1599999999999966,0.0020000000000000018,2.1799999999999926,0.5590438265467952,0,21.5,18.8,LOW,21.5,20.4,LOW
3318,,,,,,Ortho-Clinical Diagnostics VITROS Chemisty Product Mixing Cup Arrays,"Model: Product Code: 1631779, Affected: All lots",0.0,,nzl-ortho-clinical-diagnostics-vitros-chemisty-product-mixing-cup-arrays,NZL,1441,2022-08-04 08:29:01 UTC,2022-08-04 08:29:01 UTC,Imaging,0.0,0,0.0,Class IIA,2,18,Ortho-Clinical Diagnostics Inc,The Carlyle Group LP,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,0,3318,49.15,1.915,159.7,220.8,2214,12.2,57.3,0.0,48.406,1.7635999999999998,161.77,0.259999999999998,0.07400000000000007,-7.930000000000007,2.317375670882997,1,53.7,14.2,LOW,53.7,26.6,LOW
3319,,,,,,Beckman Coulter UniCel DxH 600 & DxH 800 Cellular Analysis Systems,"Model: Part Numbers: B23858 & 629029, Affected: ",0.0,,nzl-beckman-coulter-unicel-dxh-600-dxh-800-cellular-analysis-systems,NZL,1459,2022-08-04 08:29:01 UTC,2022-08-04 08:29:01 UTC,Other,0.0,0,0.0,Class IIA,2,60,Beckman Coulter Inc,Danaher Corporation,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,0,3319,36.63,0.138,124.36,219.42,2777,0.43,91.5,96.1,36.582,0.148,125.05799999999999,0.3300000000000054,0.023000000000000007,1.1400000000000006,0.5746303159423363,0,10.1,3.0,LOW,10.1,11.2,LOW
3320,,,,,,Beckman Coulter DxH Cleaner,"Model: Part Numbers: 628022, 628023, Affected: 12 specific lots",0.0,,nzl-beckman-coulter-dxh-cleaner,NZL,1459,2022-08-04 08:29:01 UTC,2022-08-04 08:29:01 UTC,Other,0.0,0,0.0,Class IIA,2,60,Beckman Coulter Inc,Danaher Corporation,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,0,3320,49.29,1.834,164.27,218.75,3246,11.74,56.2,0.0,48.05,1.7213999999999998,159.36999999999998,0.6799999999999997,0.02400000000000002,-11.560000000000002,3.5832903873395456,1,54.2,4.1,LOW,54.2,22.7,LOW
3321,,,,,,Elekta Xio RTP System,"Model: MUJ, Affected: , Software version: Versions 4.50 and higher",0.0,,nzl-elekta-xio-rtp-system,NZL,1437,2022-08-04 08:29:01 UTC,2022-08-04 08:29:01 UTC,Other,0.0,0,0.0,Class IIA,2,23,Elekta Inc,Elekta AB,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,0,3321,47.95,1.974,159.97,220.66,3257,12.03,58.8,0.0,47.148,1.7806000000000002,162.17800000000003,-0.11999999999999744,0.15399999999999991,-13.099999999999994,2.520730052980716,1,59.0,21.3,LOW,59.0,30.8,MODERATE
3322,,,,,,Beckman Coulter DxH Cleaner,"Model: Part Numbers: 628022, 628023, Affected: 7 lots",0.0,,nzl-beckman-coulter-dxh-cleaner-b0d10fbf,NZL,1459,2022-08-04 08:29:01 UTC,2022-08-04 08:29:01 UTC,Other,0.0,0,0.0,Class IIA,2,60,Beckman Coulter Inc,Danaher Corporation,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,0,3322,35.85,0.173,125.44,219.84,832,0.3,93.2,98.2,35.946000000000005,0.16199999999999998,124.77799999999999,0.060000000000002274,0.04099999999999998,2.5999999999999943,0.4611615768903226,0,27.5,4.9,LOW,27.5,16.3,LOW
3323,,,,,,Beckman Coulter Clenz,"Model: Part Number: 8546930, 8546931, Affected: 4 lots",0.0,,nzl-beckman-coulter-clenz,NZL,1459,2022-08-04 08:29:01 UTC,2022-08-04 08:29:01 UTC,Other,0.0,0,0.0,Class IIA,2,60,Beckman Coulter Inc,Danaher Corporation,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,0,3323,36.8,0.15,107.95,218.12,3265,0.31,88.2,94.8,36.626,0.186,108.30199999999999,0.39000000000000057,-0.031,-2.3299999999999983,0.435855480635495,0,45.5,3.5,LOW,45.5,20.3,LOW
3324,,,,,,Beckman Coulter LH750 & LH780 Analysers,"Model: 6605632, A85570 & 723585, A90728, Affected: ",0.0,,nzl-beckman-coulter-lh750-lh780-analysers,NZL,1459,2022-08-04 08:29:01 UTC,2022-08-04 08:29:01 UTC,Other,0.0,0,0.0,Class IIA,2,60,Beckman Coulter Inc,Danaher Corporation,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,0,3324,36.85,0.15,119.91,220.03,2048,0.57,89.1,94.1,36.456,0.1478,121.186,0.3200000000000003,0.008000000000000007,-2.4399999999999977,0.40567228152777984,0,12.7,3.1,LOW,12.7,11.9,LOW
3325,,,,,,Kodak DirectView DR7500 System with Full Featured Wall Stand,"Model: DR7500, Affected: ",0.0,,nzl-kodak-directview-dr7500-system-with-full-featured-wall-stand,NZL,1475,2022-08-04 08:29:01 UTC,2022-08-04 08:29:01 UTC,Other,0.0,0,0.0,Class IIA,2,15,Carestream Health Inc,ONEX Corp,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,0,3325,35.67,0.104,125.89,220.63,1087,0.85,89.6,97.3,35.668000000000006,0.1264,124.83,-0.030000000000001137,-0.06100000000000001,1.0400000000000063,0.22049943310592107,0,49.1,16.0,LOW,49.1,26.2,LOW
3326,,,,,,Carestream DRX Evolution with Full Featured Wall Stand,"Model: DRX Evolution, Affected: ",0.0,,nzl-carestream-drx-evolution-with-full-featured-wall-stand,NZL,1475,2022-08-04 08:29:01 UTC,2022-08-04 08:29:01 UTC,Other,0.0,0,0.0,Class IIA,2,15,Carestream Health Inc,ONEX Corp,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,0,3326,47.7,1.85,174.02,223.27,3207,11.92,59.3,0.0,46.272000000000006,1.6292000000000002,165.92000000000002,0.5800000000000054,0.1100000000000001,9.01000000000002,3.5822032326489075,1,61.5,18.8,LOW,61.5,30.4,MODERATE
3327,,,,,,The Binding Site Group Human IgM kit for use on SPA Plus,"Model: NK012.S and NK012.10S, Affected: all lot numbers",0.0,,nzl-the-binding-site-group-human-igm-kit-for-use-on-spa-plus,NZL,1656,2022-08-04 08:29:02 UTC,2022-08-04 08:29:02 UTC,Other,0.0,0,0.0,Class IIA,2,5,The Binding Site Group Ltd,Cidron Iugo Sarl,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,0,3327,37.12,0.174,115.65,218.61,1371,0.19,92.7,95.2,37.260000000000005,0.1606,113.006,-0.07000000000000028,0.043999999999999984,3.8100000000000023,0.41188590653236623,0,28.4,45.6,MODERATE,28.4,32.8,MODERATE
3328,,,,,,Ohmeda Infant Warmers (with Blenders),"Model: , Affected: ",0.0,,nzl-ohmeda-infant-warmers-with-blenders,NZL,1512,2022-08-04 08:29:02 UTC,2022-08-04 08:29:02 UTC,Other,0.0,0,0.0,Class IIA,2,8,Ohmeda Medical Inc,General Electric Company,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,0,3328,36.53,0.169,116.12,221.08,1954,0.39,92.8,96.2,36.586,0.1486,117.6,-0.07000000000000028,0.036000000000000004,-2.9799999999999898,0.6303411774587067,0,19.4,37.0,MODERATE,19.4,27.1,LOW
3329,,,,,,Elekta X-Ray Volume Imaging System (XVI),"Model: , Affected: , Software version: R4.5, R4.5.1, R4.6 to R5.0",0.0,,nzl-elekta-x-ray-volume-imaging-system-xvi,NZL,1462,2022-08-04 08:29:02 UTC,2022-08-04 08:29:02 UTC,Imaging,0.0,0,0.0,Class IIA,2,16,Elekta Limited (England),Elekta AB,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,0,3329,36.22,0.172,130.78,219.96,2542,0.12,89.2,96.7,36.08,0.1892,133.018,0.4200000000000017,-0.02400000000000002,-3.0800000000000125,0.7553806987208558,0,35.3,15.6,LOW,35.3,22.6,LOW
3330,,,,,,Nova Biomedical StatStrip and StatSensor batteries,"Model: StatStrip and StatSensor, Affected: All batteries without expiry dates",0.0,,nzl-nova-biomedical-statstrip-and-statsensor-batteries,NZL,1657,2022-08-04 08:29:02 UTC,2022-08-04 08:29:02 UTC,Diagnostic,0.0,0,0.0,Class IIA,2,1,Nova Biomedical Corp,Nova Biomedical Corporation,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,0,3330,47.82,1.88,163.83,222.5,972,11.79,56.8,0.0,46.21,1.6316,158.532,0.75,0.1529999999999998,-7.139999999999986,1.4897214504731633,1,34.5,71.1,HIGH,34.5,44.6,MODERATE
3331,,,,,,GE X-Ray Systems with CRT Video Monitor Suspensions,"Model: Precision 500D, Legacy, Prestilix, Monitrol ,RFX, SFX, Tilt-C, Prestige VH, Prestige SI, and Prestige SII, Affected: All CRT Monitor suspension installed since Jan 1993 with products Precision 500D, Legacy, Prestilix, Monitrol ,RFX, SFX, Tilt-C, Prestige VH, Prestige SI, and Prestige SII",0.0,,nzl-ge-x-ray-systems-with-crt-video-monitor-suspensions,NZL,1573,2022-08-04 08:29:02 UTC,2022-08-04 08:29:02 UTC,Monitoring,0.0,0,0.0,Class IIB,3,26,GE Medical Systems LLC,General Electric Company,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,0,3331,36.28,0.131,129.38,221.05,3088,0.17,89.4,97.2,36.501999999999995,0.1568,129.636,-0.22999999999999687,-0.035,0.09999999999999432,0.4769696007084845,0,33.6,10.6,LOW,33.6,23.9,LOW
3332,,,,,,Varian ARIA Oncology Information System,"Model: HIT, Affected: , Software version: Version: 11 and 13",0.0,,nzl-varian-aria-oncology-information-system,NZL,1484,2022-08-04 08:29:02 UTC,2022-08-04 08:29:02 UTC,Other,0.0,0,0.0,Class IIA,2,10,Varian Medical Systems Inc,Varian Medical Systems Inc,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,0,3332,36.76,0.143,117.87,220.6,681,0.59,88.1,94.2,36.879999999999995,0.1902,118.16400000000002,0.21000000000000085,-0.095,0.35999999999999943,0.3833144922906652,0,24.0,29.8,LOW,24.0,25.4,LOW
3333,,,,,,Varian Eclipse Treatment Planning Software,"Model: H48, Affected: , Software version: Version: 11 and 13",0.0,,nzl-varian-eclipse-treatment-planning-software-503c1348,NZL,1484,2022-08-04 08:29:02 UTC,2022-08-04 08:29:02 UTC,Other,0.0,0,0.0,Class IIA,2,10,Varian Medical Systems Inc,Varian Medical Systems Inc,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,0,3333,36.58,0.171,120.05,222.13,2686,0.35,90.4,95.5,36.769999999999996,0.18719999999999998,120.63399999999999,-0.3299999999999983,-0.034999999999999976,-1.0400000000000063,0.7500199997333842,0,13.4,31.7,MODERATE,13.4,23.5,LOW
3334,,,,,,Varian ACUITY Radiation Therapy Simulator System,"Model: H77, Affected: , Software version: Version: 11 and 13",0.0,,nzl-varian-acuity-radiation-therapy-simulator-system,NZL,1658,2022-08-04 08:29:02 UTC,2022-08-04 08:29:02 UTC,Other,0.0,0,0.0,Class IIA,2,1,Varian Medical Systems UK Ltd,Varian Medical Systems Inc,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,0,3334,48.29,1.837,143.94,220.05,1732,11.58,55.8,0.0,46.576,1.5988,151.404,0.8599999999999994,0.07800000000000007,-15.550000000000011,5.066307333749107,1,55.5,76.1,HIGH,55.5,51.8,MODERATE
3335,,,,,,"Siemens RapidPoint 500 Measurement Cartridge, Lactate","Model: Catalogue Numbers: 10491447 (250 test), 10491448 (400 test), 10491449 (750 test), Affected: Manufactured between 29-Oct-2013 and 02-Nov-2013",0.0,,nzl-siemens-rapidpoint-500-measurement-cartridge-lactate,NZL,1457,2022-08-04 08:29:02 UTC,2022-08-04 08:29:02 UTC,Other,0.0,0,0.0,Class IIA,2,127,Siemens Healthcare Diagnostics Inc,Siemens AG,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,0,3335,48.7,1.915,149.19,210.83,2354,11.85,56.4,0.0,47.754,1.7686,157.946,0.6300000000000026,0.15600000000000014,-6.360000000000014,3.7591927324892893,1,70.6,1.7,LOW,70.6,25.8,LOW
3336,,,,,,Intuitive Large and Mega Needle Driver Endowrist Instruments,"Model: Models: INS-420006, INS-420194, INS-400006, INS-400194, Affected: Manufactured between July 2007 and October 2011",0.0,,nzl-intuitive-large-and-mega-needle-driver-endowrist-instruments,NZL,1473,2022-08-04 08:29:02 UTC,2022-08-04 08:29:02 UTC,Other,0.0,0,0.0,Class IIA,2,13,Intuitive Surgical Inc,Intuitive Surgical Inc,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,0,3336,36.23,0.167,126.29,219.08,1856,0.61,90.1,95.5,36.248000000000005,0.17360000000000003,127.68199999999999,-0.04000000000000625,0.010000000000000009,-0.3299999999999983,0.15582040944689646,0,20.9,38.9,MODERATE,20.9,28.3,LOW
3337,,,,,,Siemens RAPIDLyte Arterial Blood Sampling Line Draw Syringes,"Model: Catalogue Numbers: 04180028, 00355281, 06194484, 06380806, Affected: Various lots",0.0,,nzl-siemens-rapidlyte-arterial-blood-sampling-line-draw-syringes,NZL,1659,2022-08-04 08:29:02 UTC,2022-08-04 08:29:02 UTC,Infusion,0.0,0,0.0,Class IIA,2,3,Smiths Medical ASD Inc,Smiths Group Plc,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,0,3337,35.91,0.196,117.62,218.93,1470,0.69,90.3,95.6,36.08,0.1742,119.25399999999999,-0.3400000000000034,0.035,-3.1299999999999955,0.48473704211658103,0,21.9,65.5,HIGH,21.9,39.2,MODERATE
3338,,,,,,Siemens syngo CT Software,"Model: , Affected: , Software version: Syngo version CT2012B and CT2013B",0.0,,nzl-siemens-syngo-ct-software,NZL,1486,2022-08-04 08:29:02 UTC,2022-08-04 08:29:02 UTC,Imaging,0.0,0,0.0,Class IIA,2,68,Siemens AG,Siemens AG,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,0,3338,48.82,1.906,153.11,215.83,1266,11.8,59.2,0.0,48.124,1.7760000000000002,157.142,0.28999999999999915,0.06999999999999984,-12.23999999999998,2.823056853837693,1,50.8,2.6,LOW,50.8,21.2,LOW
3339,,,,,,Siemens Somatom Computed Tomography System,"Model: Definition, Flash, Edge, AS, Affected: , Software version: Syngo version CT2012B or CT2013B",0.0,,nzl-siemens-somatom-computed-tomography-system,NZL,1486,2022-08-04 08:29:02 UTC,2022-08-04 08:29:02 UTC,Other,0.0,0,0.0,Class IIA,2,68,Siemens AG,Siemens AG,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,0,3339,47.53,1.883,158.18,211.8,1855,11.5,58.3,0.0,45.896,1.6242,154.10999999999999,0.35999999999999943,0.16599999999999993,8.659999999999997,5.789328113002392,1,74.8,1.6,LOW,74.8,26.8,LOW
3340,,,,,,GE Optima XR220amx & XR220amx with Digital Upgrade X-Ray Systems,"Model: 5555000-5, 5555000-6 and 5421698, Affected: , Software version: All versions",0.0,,nzl-ge-optima-xr220amx-xr220amx-with-digital-upgrade-x-ray-systems,NZL,1573,2022-08-04 08:29:02 UTC,2022-08-04 08:29:02 UTC,Imaging,0.0,0,0.0,Class IIA,2,26,GE Medical Systems LLC,General Electric Company,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,0,3340,35.92,0.158,120.37,219.95,778,0.26,89.9,97.5,36.297999999999995,0.1766,117.752,-0.5599999999999952,0.044,3.240000000000009,0.5975617122942309,0,5.0,11.9,LOW,5.0,13.5,LOW
3341,,,,,,"Philips Essenta DR Digital X-Ray, C-arm","Model: All Essenta DR systems, Affected: ",0.0,,nzl-philips-essenta-dr-digital-x-ray-c-arm,NZL,1460,2022-08-04 08:29:02 UTC,2022-08-04 08:29:02 UTC,Imaging,0.0,0,0.0,Class IIA,2,30,Philips Medical Systems DMC GmbH,Philips,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,0,3341,36.07,0.152,119.63,218.58,599,0.28,89.9,97.2,36.172000000000004,0.16240000000000002,116.31800000000001,-0.07000000000000028,-0.01200000000000001,4.939999999999998,0.5177644251974884,0,11.2,15.6,LOW,11.2,16.5,LOW
3342,,,,,,Symmetry Surgical Quadlock System,"Model: Part Numbers: 50-8740, 50-8744, 50-8946, 50-8953, 50-9010,, Affected: All lots",0.0,,nzl-symmetry-surgical-quadlock-system,NZL,1660,2022-08-04 08:29:02 UTC,2022-08-04 08:29:02 UTC,Surgical,0.0,0,0.0,Class IIA,2,2,Symmetry Surgical Inc,RoundTable Healthcare Partners Lp,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,0,3342,36.54,0.174,116.25,219.25,2689,0.43,88.2,94.6,36.584,0.16820000000000002,117.144,0.3399999999999963,-0.010000000000000009,-1.3700000000000045,0.2364952430812645,0,14.2,66.4,HIGH,14.2,37.6,MODERATE
3343,,,,,,HeartWare Ventricular Assist System,"Model: 1100, 1101, 1102,1103, 1104 and 1205, Affected: ",0.0,,nzl-heartware-ventricular-assist-system,NZL,1553,2022-08-04 08:29:02 UTC,2022-08-04 08:29:02 UTC,Other,0.0,0,0.0,Class IIA,2,9,HeartWare International Inc,Medtronic plc,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,0,3343,36.59,0.229,115.25,221.15,1452,0.15,92.0,95.3,36.638,0.23020000000000002,114.208,-0.01999999999999602,-0.038000000000000006,-1.6899999999999977,0.5148786264743692,0,30.6,27.6,LOW,30.6,26.2,LOW
3344,,,,,,Fresenius CompoStop Flex 3F T&B Platelet Bag,"Model: T5000, Affected: 40GH28GA00",0.0,,nzl-fresenius-compostop-flex-3f-t-b-platelet-bag,NZL,1661,2022-08-04 08:29:02 UTC,2022-08-04 08:29:02 UTC,Other,0.0,0,0.0,Class IIA,2,1,Fresenius Kabi AG,Fresenius SE & Co KGaA,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,0,3344,36.78,0.214,121.03,220.25,869,0.4,90.4,93.9,36.702000000000005,0.2144,121.458,0.20000000000000284,-0.0040000000000000036,0.7000000000000028,0.1955760721561888,0,7.7,73.4,HIGH,7.7,38.8,MODERATE
3345,,,,,,GE Giraffe Infant Warmers with blenders,"Model: All models with blender, Affected: ",0.0,,nzl-ge-giraffe-infant-warmers-with-blenders,NZL,1512,2022-08-04 08:29:02 UTC,2022-08-04 08:29:02 UTC,Other,0.0,0,0.0,Class IIA,2,8,Ohmeda Medical Inc,General Electric Company,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,0,3345,36.38,0.214,116.05,219.93,1344,0.18,89.7,95.4,36.406,0.193,116.75999999999999,0.03999999999999915,-0.006000000000000005,-0.38000000000000966,0.36327675400424775,0,10.9,38.3,MODERATE,10.9,25.5,LOW
